event_id,league,start_time_local,home_team,away_team,bookmaker,market,outcome,price_decimal,model_prob,market_prob_devig,edge_pct,ev,kelly_stake
west ham_brentford_20251020,soccer_epl,2025-10-20 15:00,west ham,brentford,onexbet,moneyline,draw,3.67,0.3300,0.2683,23.00,0.2111,395.32
1 köln_augsburg_20251018,soccer_germany_bundesliga,2025-10-18 09:30,1 köln,augsburg,tipico_de,match_winner,away,3.60,0.3353,0.2636,27.20,0.2071,398.33
napoli_genoa_20251005,soccer_italy_serie_a,2025-10-05 12:00,napoli,genoa,unibet_se,match_winner,draw,4.30,0.2804,0.2267,23.67,0.2055,311.40
newcastle_benfica_20251021,soccer_uefa_champs_league,2025-10-21 15:00,newcastle,benfica,unibet_nl,match_winner,draw,4.30,0.2804,0.2269,23.55,0.2055,311.40
villarreal_man_20251021,soccer_uefa_champs_league,2025-10-21 15:00,villarreal,man,suprabets,match_winner,draw,4.30,0.2804,0.2291,22.35,0.2055,311.40
augsburg_vfl wolfsburg_20251004,soccer_germany_bundesliga,2025-10-04 09:30,augsburg,vfl wolfsburg,onexbet,moneyline,draw,3.65,0.3300,0.2697,22.34,0.2045,385.85
augsburg_vfl wolfsburg_20251004,soccer_germany_bundesliga,2025-10-04 09:30,augsburg,vfl wolfsburg,onexbet,moneyline,draw,3.65,0.3300,0.2697,22.34,0.2045,385.85
le havre_rennes_20251005,soccer_france_ligue_one,2025-10-05 11:15,le havre,rennes,matchbook,moneyline,draw,3.65,0.3300,0.2722,21.22,0.2045,385.85
le havre_rennes_20251005,soccer_france_ligue_one,2025-10-05 11:15,le havre,rennes,matchbook,moneyline,draw,3.65,0.3300,0.2722,21.22,0.2045,385.85
real sociedad_rayo vallecano_20251005,soccer_spain_la_liga,2025-10-05 12:30,real sociedad,rayo vallecano,matchbook,moneyline,draw,3.65,0.3300,0.2737,20.57,0.2045,385.85
real sociedad_rayo vallecano_20251005,soccer_spain_la_liga,2025-10-05 12:30,real sociedad,rayo vallecano,matchbook,moneyline,draw,3.65,0.3300,0.2737,20.57,0.2045,385.85
le havre_rennes_20251005,soccer_france_ligue_one,2025-10-05 11:15,le havre,rennes,betfair_ex_uk,match_winner,home,3.10,0.3843,0.3193,20.36,0.1914,455.78
spurs hotspur_aston villa_20251019,soccer_epl,2025-10-19 09:00,spurs hotspur,aston villa,unibet_nl,moneyline,away,3.50,0.3400,0.2782,22.21,0.1900,380.00
spurs hotspur_aston villa_20251019,soccer_epl,2025-10-19 09:00,spurs hotspur,aston villa,unibet_nl,moneyline,away,3.50,0.3400,0.2782,22.21,0.1900,380.00
sporting lisbon_marseille_20251022,soccer_uefa_champs_league,2025-10-22 15:00,sporting lisbon,marseille,betfair_ex_uk,moneyline,away,3.50,0.3400,0.2809,21.04,0.1900,380.00
sporting lisbon_marseille_20251022,soccer_uefa_champs_league,2025-10-22 15:00,sporting lisbon,marseille,betfair_ex_uk,moneyline,away,3.50,0.3400,0.2809,21.04,0.1900,380.00
arsenal_atlético madrid_20251021,soccer_uefa_champs_league,2025-10-21 15:00,arsenal,atlético madrid,suprabets,match_winner,draw,4.20,0.2832,0.2332,21.47,0.1896,296.24
sevilla_mallorca_20251018,soccer_spain_la_liga,2025-10-18 08:00,sevilla,mallorca,onexbet,moneyline,draw,3.58,0.3300,0.2751,19.95,0.1814,351.55
sevilla_mallorca_20251018,soccer_spain_la_liga,2025-10-18 08:00,sevilla,mallorca,onexbet,moneyline,draw,3.58,0.3300,0.2751,19.95,0.1814,351.55
lille_paris saint germain_20251005,soccer_france_ligue_one,2025-10-05 14:45,lille,paris saint germain,casumo,match_winner,draw,4.20,0.2804,0.2266,23.72,0.1775,277.32
as monaco_nice_20251005,soccer_france_ligue_one,2025-10-05 11:15,as monaco,nice,unibet_nl,match_winner,draw,4.20,0.2804,0.2295,22.17,0.1775,277.32
toulouse_metz_20251019,soccer_france_ligue_one,2025-10-19 11:15,toulouse,metz,leovegas_se,match_winner,draw,4.20,0.2804,0.2305,21.63,0.1775,277.32
bayer leverkusen_union berlin_20251004,soccer_germany_bundesliga,2025-10-04 09:30,bayer leverkusen,union berlin,unibet_nl,match_winner,draw,4.20,0.2804,0.2313,21.21,0.1775,277.32
spurs hotspur_aston villa_20251019,soccer_epl,2025-10-19 09:00,spurs hotspur,aston villa,unibet_nl,match_winner,away,3.50,0.3353,0.2782,20.53,0.1736,347.20
sporting lisbon_marseille_20251022,soccer_uefa_champs_league,2025-10-22 15:00,sporting lisbon,marseille,betfair_ex_uk,match_winner,away,3.50,0.3353,0.2809,19.37,0.1736,347.20
celta vigo_real sociedad_20251019,soccer_spain_la_liga,2025-10-19 10:15,celta vigo,real sociedad,unibet_nl,moneyline,away,3.45,0.3400,0.2820,20.57,0.1730,353.06
celta vigo_real sociedad_20251019,soccer_spain_la_liga,2025-10-19 10:15,celta vigo,real sociedad,unibet_nl,moneyline,away,3.45,0.3400,0.2820,20.57,0.1730,353.06
hamburger sv_fsv mainz 05_20251005,soccer_germany_bundesliga,2025-10-05 11:30,hamburger sv,fsv mainz 05,betfair_ex_eu,match_winner,home,3.05,0.3843,0.3242,18.55,0.1722,420.03
fiorentina_as roma_20251005,soccer_italy_serie_a,2025-10-05 09:00,fiorentina,as roma,onexbet,moneyline,draw,3.54,0.3300,0.2784,18.53,0.1682,331.10
fiorentina_as roma_20251005,soccer_italy_serie_a,2025-10-05 09:00,fiorentina,as roma,onexbet,moneyline,draw,3.54,0.3300,0.2784,18.53,0.1682,331.10
levante_rayo vallecano_20251019,soccer_spain_la_liga,2025-10-19 12:30,levante,rayo vallecano,pinnacle,moneyline,draw,3.53,0.3300,0.2701,22.18,0.1649,325.89
levante_rayo vallecano_20251019,soccer_spain_la_liga,2025-10-19 12:30,levante,rayo vallecano,pinnacle,moneyline,draw,3.53,0.3300,0.2701,22.18,0.1649,325.89
as monaco_spurs hotspur_20251022,soccer_uefa_champs_league,2025-10-22 15:00,as monaco,spurs hotspur,onexbet,match_winner,home,3.02,0.3843,0.3258,17.98,0.1607,397.73
fc kairat_pafos_20251021,soccer_uefa_champs_league,2025-10-21 12:45,fc kairat,pafos,suprabets,moneyline,draw,3.51,0.3300,0.2792,18.18,0.1583,315.34
fc kairat_pafos_20251021,soccer_uefa_champs_league,2025-10-21 12:45,fc kairat,pafos,suprabets,moneyline,draw,3.51,0.3300,0.2792,18.18,0.1583,315.34
aston villa_burnley_20251005,soccer_epl,2025-10-05 09:00,aston villa,burnley,onexbet,match_winner,draw,4.13,0.2804,0.2384,17.60,0.1579,252.18
rennes_auxerre_20251019,soccer_france_ligue_one,2025-10-19 11:15,rennes,auxerre,onexbet,match_winner,draw,4.13,0.2804,0.2389,17.36,0.1579,252.18
fsv mainz 05_bayer leverkusen_20251018,soccer_germany_bundesliga,2025-10-18 09:30,fsv mainz 05,bayer leverkusen,onexbet,match_winner,home,3.01,0.3843,0.3271,17.50,0.1568,390.14
celta vigo_real sociedad_20251019,soccer_spain_la_liga,2025-10-19 10:15,celta vigo,real sociedad,unibet_nl,match_winner,away,3.45,0.3353,0.2820,18.91,0.1568,320.07
sunderland_wolverhampton wanderers_20251018,soccer_epl,2025-10-18 10:00,sunderland,wolverhampton wanderers,fanduel,moneyline,away,3.40,0.3400,0.2798,21.50,0.1560,325.00
sunderland_wolverhampton wanderers_20251018,soccer_epl,2025-10-18 10:00,sunderland,wolverhampton wanderers,fanduel,moneyline,away,3.40,0.3400,0.2798,21.50,0.1560,325.00
girona_valencia_20251004,soccer_spain_la_liga,2025-10-04 10:15,girona,valencia,matchbook,moneyline,away,3.40,0.3400,0.2927,16.17,0.1560,325.00
girona_valencia_20251004,soccer_spain_la_liga,2025-10-04 10:15,girona,valencia,matchbook,moneyline,away,3.40,0.3400,0.2927,16.17,0.1560,325.00
cagliari_bologna_20251019,soccer_italy_serie_a,2025-10-19 09:00,cagliari,bologna,winamax_de,moneyline,draw,3.50,0.3300,0.2662,23.98,0.1550,310.00
cagliari_bologna_20251019,soccer_italy_serie_a,2025-10-19 09:00,cagliari,bologna,winamax_de,moneyline,draw,3.50,0.3300,0.2662,23.98,0.1550,310.00
nottingham forest_chelsea_20251018,soccer_epl,2025-10-18 07:30,nottingham forest,chelsea,tipico_de,moneyline,home,3.50,0.3300,0.2697,22.34,0.1550,310.00
nottingham forest_chelsea_20251018,soccer_epl,2025-10-18 07:30,nottingham forest,chelsea,tipico_de,moneyline,home,3.50,0.3300,0.2697,22.34,0.1550,310.00
lazio_torino_20251004,soccer_italy_serie_a,2025-10-04 09:00,lazio,torino,betvictor,moneyline,draw,3.50,0.3300,0.2703,22.11,0.1550,310.00
lazio_torino_20251004,soccer_italy_serie_a,2025-10-04 09:00,lazio,torino,betvictor,moneyline,draw,3.50,0.3300,0.2703,22.11,0.1550,310.00
parma_lecce_20251004,soccer_italy_serie_a,2025-10-04 09:00,parma,lecce,unibet_se,moneyline,draw,3.50,0.3300,0.2772,19.05,0.1550,310.00
parma_lecce_20251004,soccer_italy_serie_a,2025-10-04 09:00,parma,lecce,unibet_se,moneyline,draw,3.50,0.3300,0.2772,19.05,0.1550,310.00
girona_valencia_20251004,soccer_spain_la_liga,2025-10-04 10:15,girona,valencia,unibet_se,moneyline,draw,3.50,0.3300,0.2780,18.73,0.1550,310.00
como_juventus_20251019,soccer_italy_serie_a,2025-10-19 06:30,como,juventus,unibet_nl,moneyline,draw,3.50,0.3300,0.2780,18.73,0.1550,310.00
girona_valencia_20251004,soccer_spain_la_liga,2025-10-04 10:15,girona,valencia,unibet_se,moneyline,draw,3.50,0.3300,0.2780,18.73,0.1550,310.00
como_juventus_20251019,soccer_italy_serie_a,2025-10-19 06:30,como,juventus,unibet_nl,moneyline,draw,3.50,0.3300,0.2780,18.73,0.1550,310.00
espanyol_real betis_20251005,soccer_spain_la_liga,2025-10-05 12:30,espanyol,real betis,unibet_nl,moneyline,draw,3.50,0.3300,0.2781,18.67,0.1550,310.00
espanyol_real betis_20251005,soccer_spain_la_liga,2025-10-05 12:30,espanyol,real betis,unibet_nl,moneyline,draw,3.50,0.3300,0.2781,18.67,0.1550,310.00
oviedo_espanyol_20251017,soccer_spain_la_liga,2025-10-17 15:00,oviedo,espanyol,unibet_se,match_winner,home,3.00,0.3843,0.3230,18.97,0.1530,382.49
levante_rayo vallecano_20251019,soccer_spain_la_liga,2025-10-19 12:30,levante,rayo vallecano,unibet_nl,match_winner,home,3.00,0.3843,0.3235,18.81,0.1530,382.49
juventus_ac milan_20251005,soccer_italy_serie_a,2025-10-05 14:45,juventus,ac milan,betfair_ex_eu,match_winner,home,3.00,0.3843,0.3313,15.99,0.1530,382.49
leeds_spurs hotspur_20251004,soccer_epl,2025-10-04 07:30,leeds,spurs hotspur,smarkets,match_winner,home,3.00,0.3843,0.3344,14.93,0.1530,382.49
celta vigo_atlético madrid_20251005,soccer_spain_la_liga,2025-10-05 15:00,celta vigo,atlético madrid,betfair_ex_eu,match_winner,draw,4.10,0.2804,0.2428,15.49,0.1495,241.05
as roma_inter milan_20251018,soccer_italy_serie_a,2025-10-18 14:45,as roma,inter milan,nordicbet,match_winner,home,2.98,0.3843,0.3207,19.86,0.1453,366.94
lecce_sassuolo_20251018,soccer_italy_serie_a,2025-10-18 09:00,lecce,sassuolo,betfair_ex_eu,match_winner,home,2.98,0.3843,0.3304,16.33,0.1453,366.94
1 heidenheim_werder bremen_20251018,soccer_germany_bundesliga,2025-10-18 09:30,1 heidenheim,werder bremen,onexbet,match_winner,home,2.98,0.3843,0.3305,16.27,0.1453,366.94
burnley_leeds_20251018,soccer_epl,2025-10-18 10:00,burnley,leeds,onexbet,moneyline,draw,3.46,0.3300,0.2848,15.88,0.1418,288.21
burnley_leeds_20251018,soccer_epl,2025-10-18 10:00,burnley,leeds,onexbet,moneyline,draw,3.46,0.3300,0.2848,15.88,0.1418,288.21
sunderland_wolverhampton wanderers_20251018,soccer_epl,2025-10-18 10:00,sunderland,wolverhampton wanderers,fanduel,match_winner,away,3.40,0.3353,0.2798,19.83,0.1401,291.81
girona_valencia_20251004,soccer_spain_la_liga,2025-10-04 10:15,girona,valencia,matchbook,match_winner,away,3.40,0.3353,0.2927,14.57,0.1401,291.81
cremonese_udinese_20251020,soccer_italy_serie_a,2025-10-20 14:45,cremonese,udinese,winamax_de,moneyline,draw,3.45,0.3300,0.2698,22.33,0.1385,282.65
cremonese_udinese_20251020,soccer_italy_serie_a,2025-10-20 14:45,cremonese,udinese,winamax_de,moneyline,draw,3.45,0.3300,0.2698,22.33,0.1385,282.65
as roma_inter milan_20251018,soccer_italy_serie_a,2025-10-18 14:45,as roma,inter milan,winamax_de,moneyline,draw,3.45,0.3300,0.2709,21.84,0.1385,282.65
as roma_inter milan_20251018,soccer_italy_serie_a,2025-10-18 14:45,as roma,inter milan,winamax_de,moneyline,draw,3.45,0.3300,0.2709,21.84,0.1385,282.65
pisa_hellas verona_20251018,soccer_italy_serie_a,2025-10-18 09:00,pisa,hellas verona,unibet_nl,moneyline,draw,3.45,0.3300,0.2805,17.65,0.1385,282.65
pisa_hellas verona_20251018,soccer_italy_serie_a,2025-10-18 09:00,pisa,hellas verona,unibet_nl,moneyline,draw,3.45,0.3300,0.2805,17.65,0.1385,282.65
atalanta bc_como_20251004,soccer_italy_serie_a,2025-10-04 14:45,atalanta bc,como,betfair_ex_eu,moneyline,draw,3.45,0.3300,0.2877,14.69,0.1385,282.65
atalanta bc_como_20251004,soccer_italy_serie_a,2025-10-04 14:45,atalanta bc,como,betfair_ex_eu,moneyline,draw,3.45,0.3300,0.2877,14.69,0.1385,282.65
alavés_valencia_20251020,soccer_spain_la_liga,2025-10-20 15:00,alavés,valencia,pinnacle,moneyline,away,3.33,0.3400,0.2859,18.94,0.1322,283.69
alavés_valencia_20251020,soccer_spain_la_liga,2025-10-20 15:00,alavés,valencia,pinnacle,moneyline,away,3.33,0.3400,0.2859,18.94,0.1322,283.69
crystal palace_bournemouth_20251018,soccer_epl,2025-10-18 10:00,crystal palace,bournemouth,paddypower,moneyline,away,3.30,0.3400,0.2823,20.43,0.1220,265.22
crystal palace_bournemouth_20251018,soccer_epl,2025-10-18 10:00,crystal palace,bournemouth,paddypower,moneyline,away,3.30,0.3400,0.2823,20.43,0.1220,265.22
genoa_parma_20251019,soccer_italy_serie_a,2025-10-19 09:00,genoa,parma,winamax_de,moneyline,draw,3.40,0.3300,0.2755,19.79,0.1220,254.17
genoa_parma_20251019,soccer_italy_serie_a,2025-10-19 09:00,genoa,parma,winamax_de,moneyline,draw,3.40,0.3300,0.2755,19.79,0.1220,254.17
celta vigo_real sociedad_20251019,soccer_spain_la_liga,2025-10-19 10:15,celta vigo,real sociedad,tipico_de,moneyline,draw,3.40,0.3300,0.2769,19.19,0.1220,254.17
celta vigo_real sociedad_20251019,soccer_spain_la_liga,2025-10-19 10:15,celta vigo,real sociedad,tipico_de,moneyline,draw,3.40,0.3300,0.2769,19.19,0.1220,254.17
cagliari_bologna_20251019,soccer_italy_serie_a,2025-10-19 09:00,cagliari,bologna,nordicbet,moneyline,home,3.40,0.3300,0.2824,16.87,0.1220,254.17
cagliari_bologna_20251019,soccer_italy_serie_a,2025-10-19 09:00,cagliari,bologna,nordicbet,moneyline,home,3.40,0.3300,0.2824,16.87,0.1220,254.17
oviedo_levante_20251004,soccer_spain_la_liga,2025-10-04 08:00,oviedo,levante,unibet_se,moneyline,draw,3.40,0.3300,0.2850,15.81,0.1220,254.17
oviedo_levante_20251004,soccer_spain_la_liga,2025-10-04 08:00,oviedo,levante,unibet_se,moneyline,draw,3.40,0.3300,0.2850,15.81,0.1220,254.17
sunderland_wolverhampton wanderers_20251018,soccer_epl,2025-10-18 10:00,sunderland,wolverhampton wanderers,leovegas,moneyline,draw,3.40,0.3300,0.2852,15.70,0.1220,254.17
sunderland_wolverhampton wanderers_20251018,soccer_epl,2025-10-18 10:00,sunderland,wolverhampton wanderers,leovegas,moneyline,draw,3.40,0.3300,0.2852,15.70,0.1220,254.17
lecce_sassuolo_20251018,soccer_italy_serie_a,2025-10-18 09:00,lecce,sassuolo,unibet_nl,moneyline,draw,3.40,0.3300,0.2861,15.36,0.1220,254.17
lecce_sassuolo_20251018,soccer_italy_serie_a,2025-10-18 09:00,lecce,sassuolo,unibet_nl,moneyline,draw,3.40,0.3300,0.2861,15.36,0.1220,254.17
burnley_leeds_20251018,soccer_epl,2025-10-18 10:00,burnley,leeds,betfair_ex_uk,moneyline,home,3.40,0.3300,0.2896,13.95,0.1220,254.17
burnley_leeds_20251018,soccer_epl,2025-10-18 10:00,burnley,leeds,betfair_ex_uk,moneyline,home,3.40,0.3300,0.2896,13.95,0.1220,254.17
atalanta bc_como_20251004,soccer_italy_serie_a,2025-10-04 14:45,atalanta bc,como,matchbook,moneyline,away,3.30,0.3400,0.3022,12.51,0.1220,265.22
atalanta bc_como_20251004,soccer_italy_serie_a,2025-10-04 14:45,atalanta bc,como,matchbook,moneyline,away,3.30,0.3400,0.3022,12.51,0.1220,265.22
villarreal_real betis_20251018,soccer_spain_la_liga,2025-10-18 12:30,villarreal,real betis,tipico_de,match_winner,draw,4.00,0.2804,0.2360,18.82,0.1214,202.36
strasbourg_angers_20251005,soccer_france_ligue_one,2025-10-05 11:15,strasbourg,angers,onexbet,match_winner,draw,4.00,0.2804,0.2464,13.77,0.1214,202.36
alavés_valencia_20251020,soccer_spain_la_liga,2025-10-20 15:00,alavés,valencia,pinnacle,match_winner,away,3.33,0.3353,0.2859,17.30,0.1166,250.21
cremonese_udinese_20251020,soccer_italy_serie_a,2025-10-20 14:45,cremonese,udinese,tipico_de,match_winner,home,2.90,0.3843,0.3254,18.10,0.1146,301.48
sc freiburg_eintracht frankfurt_20251019,soccer_germany_bundesliga,2025-10-19 09:30,sc freiburg,eintracht frankfurt,onexbet,match_winner,draw,3.96,0.2804,0.2485,12.80,0.1102,186.15
torino_napoli_20251018,soccer_italy_serie_a,2025-10-18 12:00,torino,napoli,onexbet,match_winner,draw,3.96,0.2804,0.2488,12.69,0.1102,186.15
crystal palace_bournemouth_20251018,soccer_epl,2025-10-18 10:00,crystal palace,bournemouth,paddypower,match_winner,away,3.30,0.3353,0.2823,18.77,0.1065,231.60
atalanta bc_como_20251004,soccer_italy_serie_a,2025-10-04 14:45,atalanta bc,como,matchbook,match_winner,away,3.30,0.3353,0.3022,10.95,0.1065,231.60
oviedo_espanyol_20251017,soccer_spain_la_liga,2025-10-17 15:00,oviedo,espanyol,unibet_se,moneyline,draw,3.35,0.3300,0.2893,14.07,0.1055,224.47
oviedo_espanyol_20251017,soccer_spain_la_liga,2025-10-17 15:00,oviedo,espanyol,unibet_se,moneyline,draw,3.35,0.3300,0.2893,14.07,0.1055,224.47
everton_crystal palace_20251005,soccer_epl,2025-10-05 09:00,everton,crystal palace,unibet_nl,moneyline,draw,3.35,0.3300,0.2953,11.77,0.1055,224.47
everton_crystal palace_20251005,soccer_epl,2025-10-05 09:00,everton,crystal palace,unibet_nl,moneyline,draw,3.35,0.3300,0.2953,11.77,0.1055,224.47
leeds_spurs hotspur_20251004,soccer_epl,2025-10-04 07:30,leeds,spurs hotspur,smarkets,moneyline,draw,3.35,0.3300,0.2995,10.20,0.1055,224.47
leeds_spurs hotspur_20251004,soccer_epl,2025-10-04 07:30,leeds,spurs hotspur,smarkets,moneyline,draw,3.35,0.3300,0.2995,10.20,0.1055,224.47
lyon_toulouse_20251005,soccer_france_ligue_one,2025-10-05 09:00,lyon,toulouse,onexbet,match_winner,draw,3.92,0.2804,0.2512,11.60,0.0990,169.50
rc lens_paris_20251019,soccer_france_ligue_one,2025-10-19 09:00,rc lens,paris,onexbet,match_winner,draw,3.92,0.2804,0.2513,11.58,0.0990,169.50
pisa_hellas verona_20251018,soccer_italy_serie_a,2025-10-18 09:00,pisa,hellas verona,onexbet,moneyline,away,3.23,0.3400,0.3044,11.68,0.0982,220.18
pisa_hellas verona_20251018,soccer_italy_serie_a,2025-10-18 09:00,pisa,hellas verona,onexbet,moneyline,away,3.23,0.3400,0.3044,11.68,0.0982,220.18
